Unnamed: 0,B07YK2L7CW,Clothing & Accessories > Women > Ethnic Wear > Chunnis & Dupattas,Traditions Bazaar Art Silk Solid Color Women Dupatta,999,299.00,FREE delivery,Unnamed: 7,3.8,0.0,350 ratings,Unnamed: 11,Unnamed: 12,Unnamed: 13,225 x 100 x 0.1 cm,D-MC,Unnamed: 16,27 September 2019,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,https://m.media-amazon.com/images/I/41aHwakY0CL.jpg,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,https://www.amazon.in/Traditions-Bazaar-Banarasi-Solid-Dupatta/dp/B07YK2T13C,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,"Tuesday, 27 February"," 
 This beautiful solid coloured banarasi dupatta with zari border on four sides is perfect for all occasions  ",StoreName,Asin,Category,Title,MRP,Price,ShippingPrice,Manufacturer,StarRating,IsPrime,CustomerReview,Weight,Color,Size,PackageDimensions,ItemModelNumber,Department,DateFirstAvailable,BestSellersRank1,BestSellersRank2,BestSellersRank3,BulletPoint1,BulletPoint2,BulletPoint3,BulletPoint4,BulletPoint5,BulletPoint6,BulletPoint7,BulletPoint8,BulletPoint9,BulletPoint10,ImageURL1,ImageURL2,ImageURL3,ImageURL4,ImageURL5,ImageURL6,ImageURL7,ImageURL8,ImageURL9,ImageURL10,ProductUrl,VedioLink1,VedioLink2,VedioLink3,VedioLink4,DeliveryTime,Description
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B0BS1JJQMS,Clothing & Accessories > Girls > Dresses & Jumpsuits,TAGAS Baby-Girls Frock,"1,499",499.00,FREE delivery,,3.9,0.0,430 ratings,,,,28 x 24 x 1 cm,,,10 January 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/51JjHjczGOL.jpg,,,,,,,,,,https://www.amazon.in/TAGAS-KD-1113-1111-1010-Baby-Girls-Frock/dp/B0CBFRBVMV,,,,,"Wednesday, 28 February"," 
 Dress Made from skin-friendly Twiil Fabric, this dress will sit comfortably on your kid's tender skin without causing any irritation. This dress has a Inner-layer of Cotton to feel comfort to your beautifull Doll. Sleevless arm end give attaractive looks of dresss with fitting. The dress has a Button front side to closure. The Button makes it easy for the kids to wear and also gives them a proper fit. High quality stitching has been done keeping in mind the ease of carrying this dress by your little one.. Pattern: Printed Multipack: Single Sizes: 4-5 Years (Bust Size: 31 in, Length Size: 25 in) 1-2 Years (Bust Size: 28 in, Length Size: 21 in) 3-4 Years (Bust Size: 30 in, Length Size: 23 in) 2-3 Years (Bust Size: 29 in, Length Size: 22 in) 5-6 Years (Bust Size: 34 in, Length Size:27 in) Fashion trends are not only for the grown ups even the kids also go to do some fashion. Tior brings to you this beautiful Dress for your little angel. The dress features comfortable fabric, sleeve design and fluffy look for your daughter to look like a doll.For the easy of your kid, Tior brings this dress in multiple size options to get the perfect fit.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETrade Online,B0B6R8TSW3,Car & Motorbike > Car Accessories > Interior Accessories > Dashboard Figurines & Idols,"DIVINITI Ganesha Frontpose God Idol Photo Frame for Car Dashboard, Table Décor|ACF 3A Acrylic Frame, 24K Gold Plated Foil |Idol for Pooja, Gifts Items (5.8X4.8 CM)","1,799",745.00,FREE delivery,‎SHREEM SARWANAM DESIGIN CONCEPTS PVT LTD,4.3,0.0,40 ratings,‎350 Grams,,,,,,,"1,215 in Car & Motorbike (See Top 100 in Car & Motorbike)",12 inDashboard Figurines & Idols,,"【MADE WITH PRIDE】: This modern photo frame with stunning High Definition photos and a secret coating gives the frame a magnificent appearance. In the production process, high-quality materials were employed.","【MATERIAL】: Buy the elegant 24ct. gold plated foil Ganpati car frame, made using high-quality ACF acrylic frame and beautifully crafted using Swiss Technology to give a classic touch to your classic car.","【USE】: This Decorative photo frame can be used as Pooja Mandir, Interior Decoration Accessories, Table Décor, Car dashboard, Items, or Showcase Decoration. The living room, bedroom, office spaces, corridors, and other areas look exquisite.","【PERFECT SIZE】: The Lord Ganesha Frontpose photo frame measures 5.8CM x 4.8CM and Foil size 4.5CM x 4.5CM.This top collection Ganpati is perfect for office or home decoration, and a great addition to your collection.","【BUY WITH CONFIDENCE】DIVINITI will provide a Lifetime warranty on its product. We will provide excellent service to every customer. If you have any questions or doubts or after-sales problems, please get in touch with us. We will do our best to make you 100% satisfied.",,,,,,https://m.media-amazon.com/images/I/61borHPqkWL._SX466_.jpg,https://m.media-amazon.com/images/I/61borHPqkWL._SX425_.jpg,https://m.media-amazon.com/images/I/61borHPqkWL._SY355_.jpg,https://m.media-amazon.com/images/I/61borHPqkWL._SX569_.jpg,https://m.media-amazon.com/images/I/61borHPqkWL._SY450_.jpg,https://m.media-amazon.com/images/I/61borHPqkWL._SX522_.jpg,https://m.media-amazon.com/images/I/61borHPqkWL._SX679_.jpg,,,,https://www.amazon.in/Diviniti-Ganesha-Frontpose-Dashboard-Acrylic/dp/B0B6R8TSW3,,,,,"Tuesday, 27 February","DIVINITI Ganesha Frontpose God Idol Photo Frame for Car Dashboard, Table Décor|ACF 3A Acrylic Frame, 24K Gold Plated Foil |Idol for Pooja, Gifts Items (5.8X4.8 CM) : Amazon.in: Car & Motorbike"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAMA FASHIONS™,B0CDC8TFGH,Jewellery > Women > Nose Rings & Pins > Nose Rings & Nath,VAMA FASHIONS Non Piercing NosePin Pressing Type Clip on Oxidised Black Silver Nose Ring Stud for Girls Women,"1,000",228.00,FREE delivery,,3.3,0.0,19 ratings,,,,8.5 x 7.9 x 1.4 cm,,,1 August 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41UieTGUf+L.jpg,,,,,,,,,,https://www.amazon.in/VAMA-FASHIONS-Piercing-Pressing-Nose/dp/B0CDC8TFGH,,,,,"Tuesday, 27 February",Buy VAMA FASHIONS Non Piercing NosePin Pressing Type Clip on Oxidised Black Silver Nose Ring Stud for Girls Women from Nose Rings & Nath at Amazon.in. 30 days free exchange or return
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANSH CO.,B0B77K3JCP,Home & Kitchen > Kitchen & Dining > Tableware > Dinnerware & Serving Pieces > Serveware > Serving Bowls & Tureens > Serving Casseroles & Tureens,"Vinod Almaty Stainless Steel Casserole with Glass Lid 4 Litre, 20 cm | 2.6mm Thick Base | Triply Casserole, Sturdy Riveted Handle | 2 Year Warranty | Induction & Gas Base","1,310","1,169.00",FREE delivery,‎Vin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B0CMQWCSJ7,Clothing & Accessories > Women > Ethnic Wear > Kurtas & Kurtis,Rosary Winter Wear Warm Full Sleeve Woollen Kurta Palazzo Set for Women's (2 Pcs),,"1,279.00",,,3.6,0.0,15 ratings,,,,25 x 15 x 0.2 cm,,,6 November 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41sfrm1CqlL.jpg,,,,,,,,,,https://www.amazon.in/Rosary-Winter-Sleeve-Woollen-Palazzo/dp/B0CMTMVPHD,,,,,," 
 If simplicity is your style, then these women Kurta with palazzo pant suit set from the house of Rebecca is especially designed for you. Stay warm and stay stylish in this woollen winter wear kurta Palazzo set. Made from pure wool, this Kurta Palazzo will keep you at easy all day long. Warm & stylish on the go. Suit Set has become women and girls most favourite style statement to look stylish with charming traditional look.  "
"ll-being.""",𝐄𝐀𝐒𝐘 𝐓𝐎 𝐂𝐋𝐄𝐀𝐍 - Smooth surface and detachable parts make cleaning a breeze. Spend more time enjoying your meals and less time scrubbing.,"𝐕𝐄𝐑𝐒𝐀𝐓𝐈𝐋𝐄 𝐒𝐈𝐙𝐄 - Generous 4L capacity, perfect for family meals and gatherings. Prepare everything from soups to stews effortlessly.",𝟏𝟎𝟎% 𝐂𝐔𝐒𝐓𝐎𝐌𝐄𝐑 𝐒𝐀𝐓𝐈𝐒𝐅𝐀𝐂𝐓𝐈𝐎𝐍 - Join thousands of satisfied customers who trust our brand for exceptional quality and unmatched performance.,"𝐏𝐚𝐜𝐤𝐚𝐠𝐞 𝐂𝐨𝐧𝐭𝐞𝐧𝐭 - 1- Piece Stainless Steel Casserole , 1- Piece Glass Lid | Made in India, 24 Months Warranty;Toll Free Number- 18002660456",,,https://m.media-amazon.com/images/I/51cF64vQ13L._SX522_.jpg,https://m.media-amazon.com/images/I/51cF64vQ13L._SY355_.jpg,https://m.media-amazon.com/images/I/51cF64vQ13L._SX569_.jpg,https://m.media-amazon.com/images/I/51cF64vQ13L._SX425_.jpg,https://m.media-amazon.com/images/I/51cF64vQ13L._SX466_.jpg,https://m.media-amazon.com/images/I/51cF64vQ13L._SY450_.jpg,https://m.media-amazon.com/images/I/51cF64vQ13L._SX679_.jpg,,,,https://www.amazon.in/Vinod-Stainless-Almaty-Casserole-Diameter/dp/B0B77K3JCP,,,,,"Tuesday, 27 February","Amazon.in: Buy Vinod Almaty Stainless Steel Casserole with Glass Lid 4 Litre, 20 cm | 2.6mm Thick Base | Triply Casserole, Sturdy Riveted Handle | 2 Year Warranty | Induction & Gas Base online at low price in India on Amazon.in. Free Shipping. Cash On Delivery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADRASH ENTERPRISE,B0C4LHLJ3J,Home Improvement > Hardware > Door Hardware & Locks > Dead Bolts,"LAPO Full Brass Door Locks for Main Door, Door Lock for Bedroom, Mortise Door Lock Set, Door Lock Handle Set with 3 Brass Key for Home, Office, Hotel (Antique Finish) Ro-2200","9,999","3,156.00",FREE delivery,‎LAPO,3.4,0.0,17 ratings,‎1 Kilograms,,,,,,,"16,762 in Home Improvement (See Top 100 in Home Improvement)",102 inDead Bolts,,"Top Quality: If you want to upgrade your lifestyle with premium quality Door Locks, this one is ideal for you. The LAPO Mortise Door lock has a sleek finish, which will make you believe: Once a LAPO, Always a LAPO ""","Warranty: The LAPO premium Mortise Door lock Body, handles and cylinder have a 36-month warranty period against all kinds of manufacturing defects.","Material: The LAPO Premium Mortise Door Lockset is the best in the market in terms of quality. The handle is made of Brass and is available in Antique Finish, and the 70 mm Bolt cylinder and 50 x 85 mm Lock body are made entirely out of Brass.","Suitability: This LAPO Mortise Door lock has a durable exterior and is suitable for all types of Doors with thicknesses ranging from around 28mm to 55mm in width. You can use it for Bedroom doors, Office Doors, and also Main doors.",Easy to Install: The LAPO Premium Mortise Door Lock has a hassle-free installation. It can be used on all door types. The handle of the lock has a fully reversible usage making it convenient for installation on both sides of the door.,"Advanced technology: The handle set has been tested for over 300,000 cycles and has an advanced auto-retraction mechanism to reduce mechanical noise from the Mortise lock handles. Also, the three keys are all computerized and made of premium-quality Brass.","Durability: The LAPO Mortise Door lock handle set has handles made ideally for daily usage. The handles have a very smooth push and pull operation, which ensures that the handle won't loosen no matter how many times you use them.",Protective Cover: The premium quality Mortise Door lock Handle set has a protective layer and is manufactured with weather-proof technology that makes the lock rust-resistant and ideal for usage throughout the year.,"Advantages: Not only does the lockset enhance the look of the door and increase security, but the ergonomic design of the door handle provides a convenient grip. Lapo Mortise Lock is decorative innovative and safe","Components in the Box: The LAPO Mortise Door Lock-set contains 1 Brass Lock Body, 2 Mortise Door lock handles, 1 piece of 70 mm Brass cylinder, 3 Brass keys that are fully computerized, a receptacle plate, and screws needed for the fitting.",https://m.media-amazon.com/images/I/81zAhQCht+L._SX522_.jpg,https://m.media-amazon.com/images/I/81zAhQCht+L._SX569_.jpg,https://m.media-amazon.com/images/I/81zAhQCht+L._SX466_.jpg,https://m.media-amazon.com/images/I/81zAhQCht+L._SX425_.jpg,https://m.media-amazon.com/images/I/81zAhQCht+L._SX679_.jpg,https://m.media-amazon.com/images/I/81zAhQCht+L._SY355_.jpg,https://m.media-amazon.com/images/I/81zAhQCht+L._SY450_.jpg,,,,https://www.amazon.in/LAPO-LAPO-Lock-2200-all-Finish/dp/B0CPBZD7TS,,,,,"Tuesday, 27 February"," 
 Looking for the best Mortise Door lock set? LAPO Premium Mortise Door sets are made with premium quality materials and have an ergonomic design that gives doors an instant makeover.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright Lifecare Private Limited,B0BNL8RW93,"Health & Personal Care > Home Medical Supplies & Equipment > Braces, Splints & Supports > Hand & Wrist Braces","MuscleBlaze Polyester Wrist Support for Men & Women, with Reinforced Finger Loop, Wrist Support for Pain Relief (Black and White, Free size)",174.50,349.00,FREE delivery,‎Anandco Sporting Co.,3.8,0.0,444 ratings,‎400 Grams,,,,,,29 November 2022,"13,916 in Health & Personal Care (See Top 100 in Health & Personal Care)",65 inHand & Wrist Braces,,SUPPORT & STABILITY: MuscleBlaze Wrist Support is 18 inches in length. It is long enough to provide you with added support while you train harder to become stronger!,PROVIDES COMFORT & OPTIMUM SUPPORT: MuscleBlaze Wrist Support comes in 3-inch wide premium quality cotton blend elastic that provides comfortable and optimum support to push you above and beyond,HIGH-GRADE VELCRO: Gym Wrist Support for men and women also comes with high-grade velcro to provide complete support,REINFORCED FINGER LOOP: MB Wrist Support also comes with a reinforced finger loop to ensure it remains in place and doesn't slip,UNISEX WRIST SUPPORT: MuscleBlaze Wrist Support offers a vice-like grip for both men & women to combat the fear of injuries,,,,,,https://m.media-amazon.com/images/I/71IPm8TrLCL._SX385_.jpg,https://m.media-amazon.com/images/I/71IPm8TrLCL._SX522_.jpg,https://m.media-amazon.com/images/I/71IPm8TrLCL._SX342_.jpg,https://m.media-amazon.com/images/I/71IPm8TrLCL._SX466_.jpg,https://m.media-amazon.com/images/I/71IPm8TrLCL._SX425_.jpg,,,,,,https://www.amazon.in/MuscleBlaze-Support-Reinforced-Finger-Relief/dp/B0BNL8RW93,,,,,"Friday, 1 March","MuscleBlaze Polyester Wrist Support for Men & Women, with Reinforced Finger Loop, Wrist Support for Pain Relief (Black and White, Free size) : Amazon.in: Sports, Fitness & Outdoors"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UniqueClick,B0CH8W4WGR,Computers & Accessories > Accessories & Peripherals > Laptop Accessories > Bags & Sleeves > Laptop Sleeves & Slipcases,Red lemon 360° Protective Sleeves Carry Case Bags Bag for 13.3 inch MacBook Air Pro 13.3 inch MacBook A1466 A1369 A1502 A1425 Md101 A1278 MacBook 13.3 Laptop Sleeve Sleeves Bag Bags,"3,999",699.00,FREE delivery,"‎Red Lemon , Encon impex Pvt ltd",4.5,0.0,786 ratings,‎250 g,,,,,,26 August 2023,"10,740 in Computers & Accessories (See Top 100 in Computers & Accessories)",399 inLaptop Sleeves & Slipcases,,"Resilient Quality- The protective sleeve case is made from quality nylon fabricants with faux fur lining. It is not only soft to touch but is also waterproof, lightweight and breathable. It makes the bag very durable to use on the long run while protecting your electronic device.",Padded Protection Sleeve - The case features a soft faux fur lining padded sleeves on the inside which protects the device from getting scratched. It prevents dust and dirt while also absorbs thuds and shocks. It also has reinforced edges and corners with extra padding on the bottom for additional protection.,"Spacious Interiors - The sleeve case is spacious enough to fit a tablet or laptop in it. It also has an interior pocket where you can store mouse, adapter, cell phone, power bank etc. It is also separated into two compartments to reduce the friction which may damage your gadgets.","Lightweight and Portable - The sleeve is extremely lightweight making it convenient to use anywhere. This can be carried even during travel or business trips, board meetings and can even be slipped into your backpack or briefcase quite easily.",Robust Zippers - The sleeve is equipped with robust nylon zippers and customized metal puller which is well made. The zipper glides smoothly to zip and unzip it without any glitches or snags ensuring a secured fastening of the sleeve.,Perfect Fit - This protective sleeve case can fit slim laptops up to 13.3 inches in size. It snugly fits the electronic gadgets within without jostling anything around and any of your belongings from falling out.,,,,,https://m.media-amazon.com/images/I/41wK886BmeL._SX342_.jpg,https://m.media-amazon.com/images/I/41wK886BmeL.jpg,https://m.media-amazon.com/images/I/41wK886BmeL._SX385_.jpg,https://m.media-amazon.com/images/I/41wK886BmeL._SX466_.jpg,https://m.media-amazon.com/images/I/41wK886BmeL._SX425_.jpg,,,,,,https://www.amazon.in/Red-Protective-Sleeves-MacBook-Laptop/dp/B0CH8W4WGR,,,,,"Thursday, 29 February"," 
 The protective sleeve case is made from quality nylon fabricants with faux fur lining. It is not only soft to touch but is also waterproof, lightweight and breathable. It makes the bag very durable to use on the long run while protecting your electronic device.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B08CVBFRB3,Shoes & Handbags > Shoes > Men's Shoes > Casual Shoes > Boots,HiREL'S Men's Suede Outdoor Every Day Chelsea Boots,"3,000","1,350.00",FREE delivery,,3.7,0.0,731 ratings,,,,30 x 9 x 14 cm,,,13 July 2020,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31VhYV-1GvL.jpg,,,,,,,,,,https://www.amazon.in/HiRELS-Suede-Outdoor-Every-Chelsea/dp/B0BN5HM2WY,,,,,"Tuesday, 27 February"," 
 Product Description   HI REL EXPORTS D-542 KAMLA NAGAR,AGRA 282005   brand_description   Made with the lightest and most comfortable material available, Hirel Shoes are the best of both worlds. We Offer the best shoes with new and unique range that will set fashion trends  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master Digital,B09NBT11X3,Electronics > Cameras & Photography > Accessories > Photo Studio & Lighting > Photo Backgrounds,"HIFFIN 8x14 Ft, Green Professional Backdrop for Background Photography Background Stand for Photo Light Studio Accurate Size 8x14 Ft",999,579.00,FREE delivery,,3.8,0.0,"1,116 ratings",,,,426.72 x 243.84 x 0.1 cm,,,4 December 2021,,,,"Pro Photo Backdrop：It is made of soft fabric, easy to use and durable. Compared with the Paper Backdrop that needs to be replaced frequently, this Screen Backdrop are more durable and very suitable for photo studio and video production.","Product Features：The light transmission effect is very low, which allows excellent photographers to shoot better works. Finished along all edges to prevent tears. The drape is nice! Does not wrinkle easily.","Wrinkle-resistant, it will be more durable than paper background cloth. It has the same color on both sides and the fabric is very soft. It is most suitable for photo studios, makeup videos, product shooting, parties, live interviews and movie video production.","It can be cleaned with mild detergent without fading. It will not deform, and will not grow or shrink after washing. If necessary, please iron the back surface with steam iron but not dry iron.","Wide Application:Green photo backdrop is suitable for products,portrait photoshoot,professional photo studio shooting,parties decoration,youtube,tik tok,liver-game,interviews,zoom,online meetings,etc.",,,,,,https://m.media-amazon.com/images/I/61G6bDMaBFL._SX679_.jpg,https://m.media-amazon.com/images/I/61G6bDMaBFL._SX522_.jpg,https://m.media-amazon.com/images/I/61G6bDMaBFL._SX569_.jpg,https://m.media-amazon.com/images/I/61G6bDMaBFL._SX355_.jpg,https://m.media-amazon.com/images/I/61G6bDMaBFL._SX450_.jpg,https://m.media-amazon.com/images/I/61G6bDMaBFL._SX466_.jpg,https://m.media-amazon.com/images/I/61G6bDMaBFL._SX425_.jpg,,,,https://www.amazon.in/Professional-Backdrop-Background-Photography-Accurate/dp/B09NBT11X3,,,,,"Friday, 1 March","HIFFIN 8x14 Ft, Green Professional Backdrop for Background Photography Background Stand for Photo Light Studio Accurate Size 8x14 Ft : Amazon.in: Electronics"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rangnavi,B0CCK12XXD,Clothing & Accessories > Women > Ethnic Wear > Kurtas & Kurtis,Rangnavi Women Cotton Straight Printed Kurta Pant and Dupatta Set,"2,499",679.00,FREE delivery,,3.3,0.0,105 ratings,,,,16 x 14 x 4 cm,,,21 July 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41JjFqKbF-L.jpg,,,,,,,,,,https://www.amazon.in/Rangnavi-Cotton-Straight-Printed-Dupatta/dp/B0CCK1Z858,,,,,"Saturday, 2 March"," 
 This Kurta With Plazzo & Dupatta Set is designed according to the latest trends with absolute perfection which will increase your wardrobe collection as you wear this beautiful kurti from the house of RANGNAVI .This is light weight material Kurti and it will be soft on your skin.  "
